score_type,tier,regime,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after
Score 1,noisy,aggressive,80,30,1645,1645,0.02857142857142857,0.9714285714285714
Score 1,noisy,aggressive,80,40,1645,1645,0.0060790273556231,0.993920972644377
Score 1,noisy,aggressive,80,50,1645,1645,0.00182370820668693,0.998176291793313
Score 1,noisy,aggressive,80,57,1645,1645,0.0,1.0
Score 1,noisy,stealthy,80,1,1645,455,0.7934065934065934,0.20659340659340664
Score 1,noisy,stealthy,80,2,1645,455,0.7516483516483516,0.24835164835164836
Score 1,noisy,stealthy,80,3,1645,455,0.7274725274725274,0.27252747252747256
Score 1,noisy,stealthy,80,5,1645,455,0.7076923076923077,0.29230769230769227
Score 1,noisy,stealthy,80,10,1645,455,0.5318681318681319,0.46813186813186813
Score 1,noisy,stealthy,80,15,1645,455,0.5186813186813187,0.4813186813186813
Score 1,noisy,stealthy,80,20,1645,455,0.5428571428571428,0.4571428571428572
Score 1,noisy,stealthy,80,30,1645,455,0.5252747252747253,0.4747252747252747
Score 1,noisy,stealthy,80,40,1645,455,0.38461538461538464,0.6153846153846154
Score 1,noisy,stealthy,80,50,1645,455,0.07032967032967033,0.9296703296703297
Score 1,noisy,stealthy,80,57,1645,455,0.0,1.0
Score 1,structural,aggressive,90,1,1851,1851,0.29281469475958943,0.7071853052404106
Score 1,structural,aggressive,90,2,1851,1851,0.19611021069692058,0.8038897893030794
Score 1,structural,aggressive,90,3,1851,1851,0.17828200972447325,0.8217179902755267
Score 1,structural,aggressive,90,5,1851,1851,0.1496488384656942,0.8503511615343058
Score 1,structural,aggressive,90,10,1851,1851,0.08968125337655321,0.9103187466234468
Score 1,structural,aggressive,90,15,1851,1851,0.045921123716909776,0.9540788762830902
Score 1,structural,aggressive,90,20,1851,1851,0.03889789303079417,0.9611021069692058
Score 1,structural,aggressive,90,30,1851,1851,0.004862236628849271,0.9951377633711507
Score 1,structural,aggressive,90,40,1851,1851,0.0,1.0
Score 1,structural,aggressive,90,50,1851,1851,0.0,1.0
Score 1,structural,aggressive,90,57,1851,1851,0.0,1.0
Score 1,structural,stealthy,90,1,1851,451,0.8137472283813747,0.1862527716186253
Score 1,structural,stealthy,90,2,1851,451,0.753880266075388,0.24611973392461195
Score 1,structural,stealthy,90,3,1851,451,0.7317073170731707,0.2682926829268293
Score 1,structural,stealthy,90,5,1851,451,0.7184035476718403,0.28159645232815966
Score 1,structural,stealthy,90,10,1851,451,0.5210643015521065,0.4789356984478935
Score 1,structural,stealthy,90,15,1851,451,0.5188470066518847,0.48115299334811534
